"year"	"country"	"fdi"	"population"	"arms_exports"	"conflict_id"	"conflict"	"polity2"	"alliance"	"km_dist"	"gdp"	"gdp_perc_growth"
2006	"Brunei Darussalam"	5.3e+07	370250	NA	NA	NA	NA	NA	NA	11470703002.0769	0.203464294307583
2007	"Brunei Darussalam"	5e+06	374864	NA	NA	NA	NA	NA	NA	12247694247.2298	0.0677370205655412
2008	"Brunei Darussalam"	1e+06	379252	NA	NA	NA	NA	NA	NA	14393099068.5859	0.175168058415677
2009	"Brunei Darussalam"	5.7e+07	383772	NA	NA	NA	NA	NA	NA	10732366286.2643	-0.254339441761465
2010	"Brunei Darussalam"	4.2e+07	388662	NA	NA	NA	NA	NA	NA	13707370737.0737	0.277199302694032
2011	"Brunei Darussalam"	-5e+06	394013	NA	NA	NA	NA	NA	NA	18525319977.7407	0.351486024058291
2012	"Brunei Darussalam"	1.7e+07	399748	NA	NA	NA	NA	NA	NA	19048495518.5659	0.0282411068447847
2003	"Bulgaria"	8e+06	7803881	NA	NA	NA	9	NA	7952	20982685981.4163	0.289143375576129
2004	"Bulgaria"	1.35e+08	7743264	NA	NA	NA	9	NA	7952	25957970922.4811	0.237113825440234
2005	"Bulgaria"	1e+06	7683763	NA	NA	NA	9	NA	7952	29636617749.8253	0.141715499964532
2006	"Bulgaria"	-1.08e+08	7624959	NA	NA	NA	9	NA	7952	34130122490.8613	0.151620025569972
2007	"Bulgaria"	4.09e+08	7566949	3	NA	NA	9	NA	7952	44411476557.0329	0.301239881835307
2008	"Bulgaria"	-7.6e+07	7510331	5	NA	NA	9	NA	7952	54409138498.3548	0.225114378453123
2009	"Bulgaria"	1.1e+08	7456030	NA	NA	NA	9	NA	7952	51884481410.3931	-0.0464013428192406
2010	"Bulgaria"	4.8e+07	7404590	NA	NA	NA	9	NA	7952	50610058210.3696	-0.0245627047891861
2011	"Bulgaria"	NA	7356213	3	NA	NA	9	NA	7952	57418414504.0882	0.134525755046921
2012	"Bulgaria"	NA	7310383	NA	NA	NA	9	NA	7952	53903022339.0276	-0.0612241246196428
2003	"Burkina Faso"	0	12654621	NA	NA	NA	0	NA	NA	4205691222.11396	0.311985693096153
2004	"Burkina Faso"	-3e+06	13030569	NA	NA	NA	0	NA	NA	4838551099.70985	0.150477018918614
2005	"Burkina Faso"	0	13421930	NA	NA	NA	0	NA	NA	5462709498.45119	0.128996963322092
2006	"Burkina Faso"	0	13829177	NA	NA	NA	0	NA	NA	5816310157.71765	0.0647299036067568
2007	"Burkina Faso"	0	14252021	NA	NA	NA	0	NA	NA	6771277870.96412	0.164187893587367
2008	"Burkina Faso"	0	14689726	NA	NA	NA	0	NA	NA	8369637065.40255	0.236049860144175
2009	"Burkina Faso"	0	15141099	NA	NA	NA	0	NA	NA	8369175126.25316	-5.51922557429376e-05
2010	"Burkina Faso"	0	15605217	NA	NA	NA	0	NA	NA	8979966766.07232	0.0729811039445424
2011	"Burkina Faso"	0	16081904	NA	NA	NA	0	NA	NA	10724063457.8326	0.194220840365439
2012	"Burkina Faso"	0	16571216	NA	NA	NA	0	NA	NA	11166063466.5623	0.0412157211179941
2004	"Burundi"	1e+06	7182451	NA	287	1	5	NA	11623	915257323.3961	0.166446394545269
2006	"Burundi"	0	7675338	NA	287	1	6	NA	11623	1273180597.02711	0.139559007966661
2007	"Burundi"	0	7939573	NA	NA	NA	6	NA	11623	1356078278.18821	0.0651107009914123
2008	"Burundi"	0	8212264	NA	287	1	6	NA	11623	1611634331.64869	0.18845228743131
2009	"Burundi"	0	8489031	NA	NA	NA	6	NA	11623	1739781488.7457	0.0795137920435812
2010	"Burundi"	0	8766930	NA	NA	NA	6	NA	11623	2026864469.36388	0.16501094101487
2011	"Burundi"	0	9043508	NA	NA	NA	6	NA	11623	2355652125.85184	0.162214919377983
2012	"Burundi"	0	9319710	NA	NA	NA	6	NA	11623	2472384906.99793	0.0495543377840129
2003	"Cameroon"	1.63e+08	16513822	NA	NA	NA	-4	NA	9657	14548845764.5325	0.256448284998759
2004	"Cameroon"	-3.2e+07	16959081	NA	NA	NA	-4	NA	9657	17430933517.2998	0.198097347336881
2005	"Cameroon"	3.6e+07	17420795	NA	NA	NA	-4	NA	9657	17944084201.4901	0.0294390821742857
2006	"Cameroon"	-1.1e+07	17899562	NA	NA	NA	-4	NA	9657	19356046327.8995	0.0786867755720935
2007	"Cameroon"	-5.2e+07	18395389	NA	NA	NA	-4	NA	9657	22365265025.66	0.155466599262219
2008	"Cameroon"	2e+06	18907008	NA	NA	NA	-4	NA	9657	26409781215.1844	0.180839180080543
2009	"Cameroon"	-5e+07	19432541	NA	NA	NA	-4	NA	9657	26017925551.8426	-0.0148375202410423
2010	"Cameroon"	4.8e+07	19970495	10	NA	NA	-4	NA	9657	26143818509.6421	0.00483870082373203
2011	"Cameroon"	-4e+06	20520447	NA	NA	NA	-4	NA	9657	29337006833.0825	0.122139324148946
2012	"Cameroon"	6e+06	21082383	NA	NA	NA	-4	NA	9657	29104437355.0395	-0.00792751214758342
2003	"Canada"	1.734e+10	31627806	57	NA	NA	10	1	731	892380986367.854	0.177360231356182
2003	"Canada"	1.734e+10	31627806	57	NA	NA	10	1	731	892380986367.854	0.177360231356182
2003	"Canada"	1.734e+10	31627806	57	NA	NA	10	1	731	892380986367.854	0.177360231356182
2004	"Canada"	2.4005e+10	31949417	71	NA	NA	10	1	731	1023196003074.56	0.146590994995474
2004	"Canada"	2.4005e+10	31949417	71	NA	NA	10	1	731	1023196003074.56	0.146590994995474
2004	"Canada"	2.4005e+10	31949417	71	NA	NA	10	1	731	1023196003074.56	0.146590994995474
2005	"Canada"	1.3556e+10	32287980	96	NA	NA	10	1	731	1169357979864.66	0.142848463394016
2005	"Canada"	1.3556e+10	32287980	96	NA	NA	10	1	731	1169357979864.66	0.142848463394016
2005	"Canada"	1.3556e+10	32287980	96	NA	NA	10	1	731	1169357979864.66	0.142848463394016
2006	"Canada"	-1.551e+09	32645483	68	NA	NA	10	1	731	1315415197461.21	0.124903767803812
2006	"Canada"	-1.551e+09	32645483	68	NA	NA	10	1	731	1315415197461.21	0.124903767803812
2006	"Canada"	-1.551e+09	32645483	68	NA	NA	10	1	731	1315415197461.21	0.124903767803812
2007	"Canada"	2.2331e+10	33019932	409	NA	NA	10	1	731	1464977190205.75	0.113699456288174
2007	"Canada"	2.2331e+10	33019932	409	NA	NA	10	1	731	1464977190205.75	0.113699456288174
2007	"Canada"	2.2331e+10	33019932	409	NA	NA	10	1	731	1464977190205.75	0.113699456288174
2008	"Canada"	1.2293e+10	33404548	359	NA	NA	10	1	731	1549131208997.19	0.0574439106315511
2008	"Canada"	1.2293e+10	33404548	359	NA	NA	10	1	731	1549131208997.19	0.0574439106315511
2008	"Canada"	1.2293e+10	33404548	359	NA	NA	10	1	731	1549131208997.19	0.0574439106315511
2009	"Canada"	1.4342e+10	33789831	99	NA	NA	10	1	731	1371153004986.44	-0.11488904424433
2009	"Canada"	1.4342e+10	33789831	99	NA	NA	10	1	731	1371153004986.44	-0.11488904424433
2009	"Canada"	1.4342e+10	33789831	99	NA	NA	10	1	731	1371153004986.44	-0.11488904424433
2010	"Canada"	1.7594e+10	34168668	197	NA	NA	10	1	731	1613464422811.13	0.176720918047426
2010	"Canada"	1.7594e+10	34168668	197	NA	NA	10	1	731	1613464422811.13	0.176720918047426
2010	"Canada"	1.7594e+10	34168668	197	NA	NA	10	1	731	1613464422811.13	0.176720918047426
2011	"Canada"	4.668e+10	34538622	319	NA	NA	10	1	731	1788647906047.76	0.108575981447058
2011	"Canada"	4.668e+10	34538622	319	NA	NA	10	1	731	1788647906047.76	0.108575981447058
2011	"Canada"	4.668e+10	34538622	319	NA	NA	10	1	731	1788647906047.76	0.108575981447058
2012	"Canada"	2.6304e+10	34900705	189	NA	NA	10	1	731	1824288757447.57	0.0199261415728057
2012	"Canada"	2.6304e+10	34900705	189	NA	NA	10	1	731	1824288757447.57	0.0199261415728057
2012	"Canada"	2.6304e+10	34900705	189	NA	NA	10	1	731	1824288757447.57	0.0199261415728057
2007	"Cayman Islands"	1.264e+10	51483	NA	NA	NA	NA	NA	NA	NA	NA
2008	"Cayman Islands"	2.5914e+10	52926	NA	NA	NA	NA	NA	NA	NA	NA
2009	"Cayman Islands"	7.746e+09	54279	NA	NA	NA	NA	NA	NA	NA	NA
2010	"Cayman Islands"	1.0926e+10	55507	NA	NA	NA	NA	NA	NA	NA	NA
2011	"Cayman Islands"	1.2612e+10	56579	NA	NA	NA	NA	NA	NA	NA	NA
2012	"Cayman Islands"	2.3025e+10	57523	NA	NA	NA	NA	NA	NA	NA	NA
2003	"Central African Republic"	0	3981665	NA	NA	NA	-1	NA	10209	1139754799.16304	0.149655784087572
2006	"Central African Republic"	0	4201758	9	416	1	-1	NA	10209	1460561215.4447	0.0921207475366367
2007	"Central African Republic"	0	4275800	NA	NA	NA	-1	NA	10209	1697565948.65323	0.162269633550668
2008	"Central African Republic"	0	4345386	NA	NA	NA	-1	NA	10209	1985240986.18508	0.169463246927213
2009	"Central African Republic"	1e+06	4404230	NA	416	1	-1	NA	10209	1981732633.92013	-0.00176721732493133
2010	"Central African Republic"	1e+06	4448525	NA	416	1	-1	NA	10209	1986015906.25044	0.00216137750218958
2011	"Central African Republic"	NA	4476153	NA	416	1	-1	NA	10209	2195599556.73866	0.10552969380991
2012	"Central African Republic"	NA	4490416	NA	416	1	-1	NA	10209	2169706564.05899	-0.0117931307647608
2003	"Chad"	NA	9353201	NA	288	1	-2	NA	9338	2736666515.8294	0.376854417756087
2004	"Chad"	NA	9710043	NA	NA	NA	-2	NA	9338	4414929219.99649	0.613250717418326
2005	"Chad"	NA	10067009	NA	288	1	-2	NA	9338	6646663561.2656	0.505497196005078
2006	"Chad"	NA	10421597	1	288	1	-2	NA	9338	7422102655.98832	0.116665916301482
2007	"Chad"	NA	10775708	NA	288	1	-2	NA	9338	8638711442.7705	0.16391699807609
2008	"Chad"	NA	11133861	NA	288	1	-2	NA	9338	10351932604.4154	0.198319063322649
2009	"Chad"	NA	11502786	NA	288	1	-2	NA	9338	9253484108.49701	-0.106110475975266
2010	"Chad"	NA	11887202	NA	288	1	-2	NA	9338	10657705536.4978	0.151750563521405
2011	"Chad"	NA	12288651	NA	NA	NA	-2	NA	9338	12156380425.0825	0.140618905584548
2012	"Chad"	NA	12705135	NA	NA	NA	-2	NA	9338	12368071038.7362	0.0174139510488594
2003	"Chile"	2.02e+08	15799542	8	NA	NA	9	1	8015	75643459839.6008	0.0846991464471287
2004	"Chile"	9.12e+08	15973778	16	NA	NA	9	1	8015	99210392857.6116	0.311552817229455
2005	"Chile"	-4.25e+08	16147064	NA	NA	NA	9	1	8015	122964812046.073	0.23943478605668
2006	"Chile"	4.51e+08	16319792	254	NA	NA	10	1	8015	154788024805.808	0.258799344545912
2007	"Chile"	4.402e+09	16491687	81	NA	NA	10	1	8015	173605968179.255	0.121572346420567
2008	"Chile"	3.099e+09	16661942	NA	NA	NA	10	1	8015	179638496278.574	0.0347483912136602
2009	"Chile"	1.892e+09	16829442	30	NA	NA	10	1	8015	172389498444.621	-0.0403532538076451
2010	"Chile"	4.611e+09	16993354	132	NA	NA	10	1	8015	218537551220.071	0.267696426939108
2011	"Chile"	4.192e+09	17153357	39	NA	NA	10	1	8015	252251992029.442	0.154272987050267
2012	"Chile"	4.498e+09	17309746	38	NA	NA	10	1	8015	267122320056.702	0.058950289778185
2003	"China"	1.273e+09	1306343911	NA	NA	NA	-7	NA	NA	1660287965662.68	0.12902515972611
2004	"China"	4.499e+09	1314007478	NA	NA	NA	-7	NA	NA	1955347004963.27	0.177715580310685
2005	"China"	1.955e+09	1321623490	NA	NA	NA	-7	NA	NA	2285965892360.54	0.16908450855938
2006	"China"	4.226e+09	1329209094	NA	NA	NA	-7	NA	NA	2752131773355.16	0.20392512528402
2007	"China"	5.243e+09	1336800506	NA	NA	NA	-7	NA	NA	3552182311652.97	0.2907021190059
2008	"China"	1.5971e+10	1344415227	NA	11349	1	-7	NA	NA	4598206091384	0.294473562434996
2009	"China"	-7.512e+09	1352068091	NA	NA	NA	-7	NA	NA	5109953609257.25	0.111292862412616
2010	"China"	5.42e+09	1359755102	NA	NA	NA	-7	NA	NA	6100620488867.55	0.193870033930562
2011	"China"	-1.087e+09	1367480264	NA	NA	NA	-7	NA	NA	7572553836875.34	0.241276006382266
2012	"China"	-3.482e+09	1375198619	NA	NA	NA	-7	NA	NA	8560547314679.28	0.13047031412214
2003	"Colombia"	5.04e+08	42152151	96	289	1	7	1	3808	94684584162.773	-0.0331736473919275
2004	"Colombia"	2e+07	42724163	NA	289	1	7	1	3808	117074863821.85	0.236472281703067
2005	"Colombia"	1.196e+09	43285634	4	289	1	7	1	3808	146566264837.014	0.25190207404418
2006	"Colombia"	8.55e+08	43835722	27	289	1	7	1	3808	162590146096.414	0.10932857760426
2007	"Colombia"	4.04e+08	44374572	122	289	1	7	1	3808	207416494642.379	0.275701508499682
2008	"Colombia"	1.9e+09	44901544	16	289	1	7	1	3808	243982437870.84	0.176292359445698
2009	"Colombia"	1.712e+09	45416181	147	289	1	7	1	3808	233821670544.258	-0.0416454865163735
2010	"Colombia"	2.38e+08	45918097	58	289	1	7	1	3808	287018184637.529	0.22750891296537
2011	"Colombia"	6.4e+08	46406646	80	289	1	7	1	3808	335415156702.186	0.168619880743016
2012	"Colombia"	2.001e+09	46881475	77	289	1	7	1	3808	369659700375.52	0.102095993544322
2004	"Comoros"	1e+06	597228	NA	NA	NA	6	NA	13383	368143118.68996	0.159278523292529
2006	"Comoros"	0	626425	NA	NA	NA	9	NA	13383	406111873.539847	0.0676677582271399
2007	"Comoros"	0	641620	NA	NA	NA	9	NA	13383	462453582.873627	0.13873445472717
2008	"Comoros"	0	657229	NA	NA	NA	9	NA	13383	523134896.968654	0.131216010303047
2009	"Comoros"	0	673252	NA	NA	NA	9	NA	13383	524157261.014644	0.00195430289952786
2010	"Comoros"	0	689692	NA	NA	NA	9	NA	13383	530493353.218937	0.0120881511629311
2011	"Comoros"	0	706569	NA	NA	NA	9	NA	13383	586281766.75997	0.105163265859071
2012	"Comoros"	0	723868	NA	NA	NA	9	NA	13383	570865941.229395	-0.0262942264361537
2003	"Congo"	-2.6e+07	3502519	NA	NA	NA	NA	NA	10484	NA	NA
2004	"Congo"	2.5e+07	3605439	NA	NA	NA	NA	NA	10484	NA	NA
2005	"Congo"	-5.7e+07	3718243	NA	NA	NA	NA	NA	10484	NA	NA
2006	"Congo"	1.34e+08	3842365	NA	NA	NA	NA	NA	10484	NA	NA
2007	"Congo"	-1.5e+07	3976246	NA	NA	NA	NA	NA	10484	NA	NA
2008	"Congo"	NA	4115435	NA	NA	NA	NA	NA	10484	NA	NA
2009	"Congo"	5.2e+07	4253712	NA	NA	NA	NA	NA	10484	NA	NA
2010	"Congo"	-6.6e+07	4386693	1	NA	NA	NA	NA	10484	NA	NA
2011	"Congo"	-4.3e+07	4512730	NA	NA	NA	NA	NA	10484	NA	NA
2012	"Congo"	NA	4633363	NA	NA	NA	NA	NA	10484	NA	NA
2003	"Costa Rica"	7.5e+07	4125971	NA	NA	NA	10	1	3282	17195867540.353	0.0418709876791216
2004	"Costa Rica"	2.91e+08	4187038	NA	NA	NA	10	1	3282	18529767934.4743	0.0775709856447241
2005	"Costa Rica"	-1.017e+09	4247841	NA	NA	NA	10	1	3282	19952156474.8454	0.0767623504730879
2006	"Costa Rica"	1.412e+09	4308794	NA	NA	NA	10	1	3282	22600431878.0024	0.132731286790769
2007	"Costa Rica"	1.72e+08	4369469	NA	NA	NA	10	1	3282	26743874205.9404	0.183334652643117
2008	"Costa Rica"	5.74e+08	4429508	NA	NA	NA	10	1	3282	30612932876.4403	0.144670837168405
2009	"Costa Rica"	-1.97e+08	4488263	NA	NA	NA	10	1	3282	30562361123.0307	-0.00165197348498808
2010	"Costa Rica"	-7.9e+07	4545280	NA	NA	NA	10	1	3282	37268635287.0856	0.21942919060011
2011	"Costa Rica"	2.05e+08	4600474	NA	NA	NA	10	1	3282	42262697840.385	0.134001755493042
2012	"Costa Rica"	3.7e+07	4654122	1	NA	NA	10	1	3282	46473128285.5589	0.0996252170430666
2003	"Côte d'Ivoire"	2e+07	17679355	NA	NA	NA	NA	NA	NA	NA	NA
2004	"Côte d'Ivoire"	6e+07	17997738	NA	NA	NA	NA	NA	NA	NA	NA
2005	"Côte d'Ivoire"	5.4e+07	18336303	NA	NA	NA	NA	NA	NA	NA	NA
2006	"Côte d'Ivoire"	-2.3e+07	18699435	NA	NA	NA	NA	NA	NA	NA	NA
2007	"Côte d'Ivoire"	-8.8e+07	19085941	NA	NA	NA	NA	NA	NA	NA	NA
2008	"Côte d'Ivoire"	-1.66e+08	19497986	NA	NA	NA	NA	NA	NA	NA	NA
2009	"Côte d'Ivoire"	3.1e+07	19936366	NA	NA	NA	NA	NA	NA	NA	NA
2010	"Côte d'Ivoire"	-1.3e+07	20401331	NA	NA	NA	NA	NA	NA	NA	NA
2011	"Côte d'Ivoire"	-1e+07	20895311	NA	NA	NA	NA	NA	NA	NA	NA
2012	"Côte d'Ivoire"	-2.5e+07	21418603	NA	NA	NA	NA	NA	NA	NA	NA
2003	"Croatia"	-8e+07	4388946	NA	NA	NA	8	NA	7275	34658113497.39	0.289436334660832
2004	"Croatia"	2.1e+07	4383920	NA	NA	NA	8	NA	7275	41574530815.5047	0.199561274985021
2005	"Croatia"	-1e+06	4378057	NA	NA	NA	9	NA	7275	45416358501.9835	0.0924082030781701
2006	"Croatia"	-1e+06	4370699	NA	NA	NA	9	NA	7275	50453577898.4886	0.110912005335811
2007	"Croatia"	2.2e+07	4362266	NA	NA	NA	9	NA	7275	60093222709.0519	0.191059687183296
2008	"Croatia"	-1e+06	4352428	NA	NA	NA	9	NA	7275	70481451449.4223	0.172868557751781
2009	"Croatia"	6.1e+07	4341084	NA	NA	NA	9	NA	7275	62703143057.4238	-0.110359651114453
2010	"Croatia"	-7e+07	4328153	NA	NA	NA	9	NA	7275	59829574390.6875	-0.0458281439593016
2011	"Croatia"	8.3e+07	4313371	NA	NA	NA	9	NA	7275	62375044443.1969	0.042545347822257
2012	"Croatia"	-1.29e+08	4296526	NA	NA	NA	9	NA	7275	56565475274.7722	-0.0931393191024545
2003	"Cuba"	-1e+06	11244885	NA	NA	NA	-7	NA	1813	35901200000	0.0687902829669103
2004	"Cuba"	NA	11266941	NA	NA	NA	-7	NA	1813	3.8203e+10	0.06411484852874
2005	"Cuba"	NA	11284253	NA	NA	NA	-7	NA	1813	42643836074.8	0.116243124225846
2006	"Cuba"	-1e+06	11296233	NA	NA	NA	-7	NA	1813	52742800000	0.236821188119328
2007	"Cuba"	-1e+06	11303687	NA	NA	NA	-7	NA	1813	58603900000	0.111126068392273
2008	"Cuba"	-1e+06	11309754	NA	NA	NA	-7	NA	1813	60806300000	0.0375811166151058
2009	"Cuba"	8e+06	11318602	NA	NA	NA	-7	NA	1813	6.208e+10	0.0209468426791303
2010	"Cuba"	0	11333051	NA	NA	NA	-7	NA	1813	6.4328e+10	0.0362113402061856
2011	"Cuba"	0	11354651	NA	NA	NA	-7	NA	1813	6.899e+10	0.0724723293122746
2012	"Cuba"	0	11382146	NA	NA	NA	-7	NA	1813	7.3141e+10	0.0601681403101899
2003	"Cyprus"	1.7e+07	993563	NA	NA	NA	10	NA	9119	14576896942.2424	0.254653051388905
2004	"Cyprus"	4.7e+07	1010410	NA	NA	NA	10	NA	9119	17422375000	0.195204649455378
2005	"Cyprus"	1.91e+08	1027658	NA	NA	NA	10	NA	9119	18703146374.829	0.0735130184506417
2006	"Cyprus"	1.33e+08	1045509	NA	NA	NA	10	NA	9119	20403713461.2972	0.0909241179204399
2007	"Cyprus"	NA	1063712	NA	NA	NA	10	NA	9119	24077470572.1325	0.180053357336343
2008	"Cyprus"	NA	1081563	NA	NA	NA	10	NA	9119	27839460963.8201	0.156245249284689
2009	"Cyprus"	1.03e+08	1098076	NA	NA	NA	10	NA	9119	25942622950.8197	-0.0681348685402176
2010	"Cyprus"	1.73e+08	1112607	NA	NA	NA	10	NA	9119	25562251655.6291	-0.0146620214891794
2011	"Cyprus"	-1.6e+07	1124835	NA	NA	NA	10	NA	9119	27427161523.4918	0.0729556180334381
2012	"Cyprus"	-2.7e+08	1135062	NA	NA	NA	10	NA	9119	25041372221.5084	-0.0869863729770189
2003	"Denmark"	-1.602e+09	5386968	8	NA	NA	10	1	6535	218095997085.477	0.220901846659764
2004	"Denmark"	8.43e+08	5402761	140	NA	NA	10	1	6535	251373036671.062	0.152579781519525
2005	"Denmark"	7.32e+08	5421702	26	NA	NA	10	1	6535	264467308109.19	0.0520909943705008
2006	"Denmark"	-3.9e+08	5444303	8	NA	NA	10	1	6535	282884912894.33	0.0696403835952986
2007	"Denmark"	8.37e+08	5469957	85	NA	NA	10	1	6535	319423370134.284	0.129163683089747
2008	"Denmark"	1.231e+09	5497795	6	NA	NA	10	1	6535	353361056079.716	0.106246721807377
2009	"Denmark"	7.16e+08	5526447	0	NA	NA	10	1	6535	321241396034.248	-0.0908975663640252
2010	"Denmark"	9.35e+08	5554844	NA	NA	NA	10	1	6535	321995350346.501	0.00234700235262522
2011	"Denmark"	6.688e+09	5582873	NA	NA	NA	10	1	6535	344003209695.606	0.0683483762278625
2012	"Denmark"	7.06e+08	5610660	36	NA	NA	10	1	6535	327148899962.146	-0.0489946292895746
2003	"Djibouti"	-1e+06	758615	NA	NA	NA	2	NA	11654	622044665.515049	0.0523117458697743
2004	"Djibouti"	NA	770752	NA	NA	NA	2	NA	11654	666072101.777505	0.070778577011028
2005	"Djibouti"	NA	783254	NA	NA	NA	2	NA	11654	708633194.726566	0.0638986272439287
2006	"Djibouti"	NA	796208	NA	NA	NA	2	NA	11654	768873684.032838	0.0850094093172089
2007	"Djibouti"	-1e+06	809402	NA	NA	NA	2	NA	11654	847918929.107984	0.10280654250064
2008	"Djibouti"	0	822934	NA	NA	NA	2	NA	11654	999105339.267729	0.17830290723524
2009	"Djibouti"	1e+06	836840	NA	NA	NA	2	NA	11654	1049110684.72493	0.0500501233371961
2010	"Djibouti"	1e+06	851146	NA	NA	NA	2	NA	11654	1128611700.3618	0.0757794356633729
2011	"Djibouti"	1e+06	865937	NA	NA	NA	2	NA	11654	1239144501.77525	0.0979369621793008
2012	"Djibouti"	1e+06	881185	NA	NA	NA	2	NA	11654	1353632941.5207	0.0923931305682502
2003	"Dominica"	NA	70093	NA	NA	NA	NA	1	NA	350091222.222222	0.0367060640276104
2004	"Dominica"	NA	70379	NA	NA	NA	NA	1	NA	374771481.481481	0.0704966525655794
2005	"Dominica"	NA	70627	NA	NA	NA	NA	1	NA	370370370.37037	-0.0117434525533089
2006	"Dominica"	-1.1e+07	70807	NA	NA	NA	NA	1	NA	390370370.37037	0.0540000000000001
2007	"Dominica"	-1.4e+07	70950	NA	NA	NA	NA	1	NA	421375851.851852	0.0794258064516144
2008	"Dominica"	6e+06	71074	NA	NA	NA	NA	1	NA	458190185.185185	0.0873669745704276
2009	"Dominica"	0	71229	NA	NA	NA	NA	1	NA	489074333.333333	0.0674046479971317
2010	"Dominica"	0	71440	NA	NA	NA	NA	1	NA	493824407.407407	0.00971237652505578
2011	"Dominica"	-1e+07	71718	NA	NA	NA	NA	1	NA	501025296.296296	0.0145818812939885
2012	"Dominica"	NA	72044	NA	NA	NA	NA	1	NA	485998000	-0.0299930889864874
2003	"Dominican Republic"	-9.9e+07	8967760	8	NA	NA	8	1	2358	21642882856.4247	-0.209042091524677
2004	"Dominican Republic"	2.4e+07	9102998	35	NA	NA	8	1	2358	22692574473.3467	0.0485005451392718
2005	"Dominican Republic"	-1.75e+08	9237566	NA	NA	NA	8	1	2358	36119047252.1794	0.591668115691439
2006	"Dominican Republic"	-4e+06	9371338	NA	NA	NA	8	1	2358	38116351526.2862	0.0552978117103099
2007	"Dominican Republic"	2.2e+07	9504353	NA	NA	NA	8	1	2358	44169678153.1566	0.158811806074772
2008	"Dominican Republic"	-1.24e+08	9636520	NA	NA	NA	8	1	2358	48288967303.4896	0.0932605652241687
2009	"Dominican Republic"	1.24e+08	9767758	NA	NA	NA	8	1	2358	48376555305.6902	0.00181383051018923
2010	"Dominican Republic"	2.52e+08	9897985	NA	NA	NA	8	1	2358	53982886258.2205	0.115889420342231
2011	"Dominican Republic"	9.9e+07	10027095	NA	NA	NA	8	1	2358	57811180659.4545	0.07091681580199
2012	"Dominican Republic"	2.27e+08	10154950	NA	NA	NA	8	1	2358	60657780260.6792	0.0492396032870013
2003	"Ecuador"	2.43e+08	13289601	NA	NA	NA	6	1	4314	32432858000	0.136044011433697
2004	"Ecuador"	-8.37e+08	13509647	NA	NA	NA	6	1	4314	36591661000	0.128228076600588
2005	"Ecuador"	7.3e+07	13735233	4	NA	NA	6	1	4314	41507085000	0.134331808550588
2006	"Ecuador"	2e+07	13967480	NA	NA	NA	7	1	4314	46802044000	0.127567594785324
2007	"Ecuador"	-4.3e+07	14205453	NA	NA	NA	5	1	4314	51007777000	0.0898621649943323
2008	"Ecuador"	1.28e+08	14447562	NA	NA	NA	5	1	4314	61762635000	0.210847416463572
2009	"Ecuador"	1.96e+08	14691275	1	NA	NA	5	1	4314	62519686000	0.0122574271644984
2010	"Ecuador"	1.03e+08	14934690	10	NA	NA	5	1	4314	69555367000	0.11253545003409
2011	"Ecuador"	1.01e+08	15177355	NA	NA	NA	5	1	4314	79276664000	0.139763434790014
2012	"Ecuador"	9.3e+07	15419666	NA	NA	NA	5	1	4314	87924544000	0.10908481214598
2003	"Egypt"	4.7e+08	73981942	345	NA	NA	-6	NA	9355	NA	NA
2003	"Egypt"	4.7e+08	73981942	345	NA	NA	-6	NA	9355	NA	NA
2004	"Egypt"	4.47e+08	75381899	500	NA	NA	-6	NA	9355	NA	NA
2004	"Egypt"	4.47e+08	75381899	500	NA	NA	-6	NA	9355	NA	NA
2005	"Egypt"	1.112e+09	76778149	590	NA	NA	-3	NA	9355	NA	NA
2005	"Egypt"	1.112e+09	76778149	590	NA	NA	-3	NA	9355	NA	NA
2006	"Egypt"	5.4e+07	78159048	455	NA	NA	-3	NA	9355	NA	NA
2006	"Egypt"	5.4e+07	78159048	455	NA	NA	-3	NA	9355	NA	NA
2007	"Egypt"	9.96e+08	79537253	396	NA	NA	-3	NA	9355	NA	NA
2007	"Egypt"	9.96e+08	79537253	396	NA	NA	-3	NA	9355	NA	NA
2008	"Egypt"	1.617e+09	80953881	263	NA	NA	-3	NA	9355	NA	NA
2008	"Egypt"	1.617e+09	80953881	263	NA	NA	-3	NA	9355	NA	NA
2009	"Egypt"	1.512e+09	82465022	82	NA	NA	-3	NA	9355	NA	NA
2009	"Egypt"	1.512e+09	82465022	82	NA	NA	-3	NA	9355	NA	NA
2010	"Egypt"	1.919e+09	84107606	249	NA	NA	-3	NA	9355	NA	NA
2010	"Egypt"	1.919e+09	84107606	249	NA	NA	-3	NA	9355	NA	NA
2011	"Egypt"	2.333e+09	85897561	160	NA	NA	-2	NA	9355	NA	NA
2011	"Egypt"	2.333e+09	85897561	160	NA	NA	-2	NA	9355	NA	NA
2012	"Egypt"	2.16e+09	87813257	177	NA	NA	-3	NA	9355	NA	NA
2012	"Egypt"	2.16e+09	87813257	177	NA	NA	-3	NA	9355	NA	NA
2003	"El Salvador"	-1.7e+07	5971535	10	NA	NA	7	1	3024	13243892200	0.0457748885848628
2004	"El Salvador"	1.52e+08	6000775	NA	NA	NA	7	1	3024	13724810900	0.0363124897679249
2005	"El Salvador"	8.1e+07	6028961	NA	NA	NA	7	1	3024	14698001400	0.0709073886038022
2006	"El Salvador"	-8.1e+07	6056478	NA	NA	NA	7	1	3024	15999886400	0.0885756481149879
