"conflict_id"	"country"	"year"	"conflict"
388	"Azerbaijan"	2008	1
388	"Azerbaijan"	2012	1
388	"Azerbaijan"	2014	1
388	"Azerbaijan"	2015	1
388	"Azerbaijan"	2016	1
388	"Azerbaijan"	2017	1
389	"Bosnia-Herzegovina"	1992	1
389	"Bosnia-Herzegovina"	1993	1
389	"Bosnia-Herzegovina"	1994	1
389	"Bosnia-Herzegovina"	1995	1
390	"Croatia"	1992	1
390	"Croatia"	1993	1
390	"Croatia"	1995	1
391	"Egypt"	1993	1
391	"Egypt"	1994	1
391	"Egypt"	1995	1
391	"Egypt"	1996	1
391	"Egypt"	1997	1
391	"Egypt"	1998	1
391	"Egypt"	2014	1
391	"Egypt"	2017	1
392	"Georgia"	1992	1
392	"Georgia"	1993	1
393	"Georgia"	1992	1
393	"Georgia"	2004	1
393	"Georgia"	2008	1
394	"Moldova"	1992	1
395	"Tajikistan"	1992	1
395	"Tajikistan"	1993	1
395	"Tajikistan"	1994	1
395	"Tajikistan"	1995	1
395	"Tajikistan"	1996	1
395	"Tajikistan"	1997	1
395	"Tajikistan"	1998	1
395	"Tajikistan"	2000	1
395	"Tajikistan"	2010	1
395	"Tajikistan"	2011	1
396	"Azerbaijan"	1993	1
396	"Azerbaijan"	1995	1
397	"Bosnia-Herzegovina"	1993	1
397	"Bosnia-Herzegovina"	1994	1
397	"Bosnia-Herzegovina"	1995	1
398	"Bosnia-Herzegovina"	1993	1
398	"Bosnia-Herzegovina"	1994	1
399	"Russia (Soviet Union)"	1993	1
400	"Mexico"	1994	1
400	"Mexico"	1996	1
401	"Russia (Soviet Union)"	1994	1
401	"Russia (Soviet Union)"	1995	1
401	"Russia (Soviet Union)"	1996	1
401	"Russia (Soviet Union)"	1999	1
401	"Russia (Soviet Union)"	2000	1
401	"Russia (Soviet Union)"	2001	1
401	"Russia (Soviet Union)"	2002	1
401	"Russia (Soviet Union)"	2003	1
401	"Russia (Soviet Union)"	2004	1
401	"Russia (Soviet Union)"	2005	1
401	"Russia (Soviet Union)"	2006	1
401	"Russia (Soviet Union)"	2007	1
402	"Yemen (North Yemen)"	1994	1
403	"Ecuador, Peru"	1995	1
404	"Pakistan"	1990	1
404	"Pakistan"	1994	1
404	"Pakistan"	1995	1
404	"Pakistan"	1996	1
404	"Pakistan"	2007	1
404	"Pakistan"	2008	1
404	"Pakistan"	2009	1
404	"Pakistan"	2010	1
404	"Pakistan"	2011	1
404	"Pakistan"	2012	1
404	"Pakistan"	2013	1
404	"Pakistan"	2014	1
404	"Pakistan"	2015	1
404	"Pakistan"	2016	1
404	"Pakistan"	2017	1
405	"Cameroon, Nigeria"	1996	1
406	"Niger"	1995	1
407	"Comoros"	1997	1
408	"Congo"	1993	1
408	"Congo"	1997	1
408	"Congo"	1998	1
408	"Congo"	1999	1
408	"Congo"	2002	1
408	"Congo"	2016	1
409	"Eritrea, Ethiopia"	1998	1
409	"Eritrea, Ethiopia"	1999	1
409	"Eritrea, Ethiopia"	2000	1
409	"Eritrea, Ethiopia"	2016	1
410	"Guinea-Bissau"	1998	1
410	"Guinea-Bissau"	1999	1
411	"Lesotho"	1998	1
412	"Serbia (Yugoslavia)"	1998	1
412	"Serbia (Yugoslavia)"	1999	1
413	"Ethiopia"	1977	1
413	"Ethiopia"	1978	1
413	"Ethiopia"	1980	1
413	"Ethiopia"	1981	1
413	"Ethiopia"	1983	1
413	"Ethiopia"	1984	1
413	"Ethiopia"	1985	1
413	"Ethiopia"	1986	1
413	"Ethiopia"	1987	1
413	"Ethiopia"	1988	1
413	"Ethiopia"	1989	1
413	"Ethiopia"	1990	1
413	"Ethiopia"	1991	1
413	"Ethiopia"	1992	1
413	"Ethiopia"	1994	1
413	"Ethiopia"	1995	1
413	"Ethiopia"	1998	1
413	"Ethiopia"	1999	1
413	"Ethiopia"	2000	1
413	"Ethiopia"	2001	1
413	"Ethiopia"	2002	1
413	"Ethiopia"	2003	1
413	"Ethiopia"	2004	1
413	"Ethiopia"	2005	1
413	"Ethiopia"	2006	1
413	"Ethiopia"	2007	1
413	"Ethiopia"	2008	1
413	"Ethiopia"	2009	1
413	"Ethiopia"	2010	1
413	"Ethiopia"	2011	1
413	"Ethiopia"	2012	1
413	"Ethiopia"	2013	1
413	"Ethiopia"	2015	1
413	"Ethiopia"	2016	1
414	"Russia (Soviet Union)"	1999	1
415	"Uzbekistan"	1999	1
415	"Uzbekistan"	2000	1
415	"Uzbekistan"	2004	1
416	"Central African Republic"	2001	1
416	"Central African Republic"	2002	1
416	"Central African Republic"	2006	1
416	"Central African Republic"	2009	1
416	"Central African Republic"	2010	1
416	"Central African Republic"	2011	1
416	"Central African Republic"	2012	1
416	"Central African Republic"	2013	1
417	"Macedonia, FYR"	2001	1
418	"United States of America"	2001	1
418	"United States of America"	2002	1
418	"United States of America"	2003	1
418	"United States of America"	2004	1
418	"United States of America"	2005	1
418	"United States of America"	2006	1
418	"United States of America"	2007	1
418	"United States of America"	2008	1
418	"United States of America"	2009	1
418	"United States of America"	2010	1
418	"United States of America"	2011	1
418	"United States of America"	2012	1
418	"United States of America"	2013	1
418	"United States of America"	2014	1
418	"United States of America"	2015	1
418	"United States of America"	2016	1
418	"United States of America"	2017	1
419	"Ivory Coast"	2002	1
419	"Ivory Coast"	2003	1
419	"Ivory Coast"	2004	1
419	"Ivory Coast"	2011	1
420	"Australia, Iraq, United Kingdom, United States of America"	2003	1
421	"India"	1989	1
421	"India"	1990	1
421	"India"	1994	1
421	"India"	1996	1
421	"India"	1997	1
421	"India"	1998	1
421	"India"	1999	1
421	"India"	2001	1
421	"India"	2002	1
421	"India"	2003	1
421	"India"	2004	1
421	"India"	2009	1
421	"India"	2010	1
421	"India"	2013	1
421	"India"	2014	1
422	"Myanmar (Burma)"	1997	1
423	"Thailand"	2003	1
423	"Thailand"	2004	1
423	"Thailand"	2005	1
423	"Thailand"	2006	1
423	"Thailand"	2007	1
423	"Thailand"	2008	1
423	"Thailand"	2009	1
423	"Thailand"	2010	1
423	"Thailand"	2011	1
423	"Thailand"	2012	1
423	"Thailand"	2013	1
423	"Thailand"	2014	1
423	"Thailand"	2015	1
423	"Thailand"	2016	1
423	"Thailand"	2017	1
424	"Nigeria"	2004	1
425	"Nigeria"	2004	1
426	"Israel"	1990	1
426	"Israel"	1991	1
426	"Israel"	1992	1
426	"Israel"	1993	1
426	"Israel"	1994	1
426	"Israel"	1995	1
426	"Israel"	1996	1
426	"Israel"	1997	1
426	"Israel"	1998	1
426	"Israel"	1999	1
426	"Israel"	2006	1
427	"Tanzania, Uganda"	1978	1
428	"Mauritania"	1975	1
428	"Mauritania"	1976	1
428	"Mauritania"	1977	1
428	"Mauritania"	1978	1
429	"DR Congo (Zaire)"	2007	1
429	"DR Congo (Zaire)"	2008	1
429	"DR Congo (Zaire)"	2017	1
430	"Niger"	1991	1
430	"Niger"	1992	1
430	"Niger"	1997	1
430	"Niger"	2007	1
430	"Niger"	2008	1
431	"Afghanistan, Russia (Soviet Union)"	1979	1
432	"Russia (Soviet Union)"	2007	1
432	"Russia (Soviet Union)"	2008	1
432	"Russia (Soviet Union)"	2009	1
432	"Russia (Soviet Union)"	2010	1
432	"Russia (Soviet Union)"	2011	1
432	"Russia (Soviet Union)"	2012	1
432	"Russia (Soviet Union)"	2013	1
432	"Russia (Soviet Union)"	2014	1
432	"Russia (Soviet Union)"	2015	1
434	"India"	2008	1
435	"Djibouti, Eritrea"	2008	1
436	"Ethiopia"	1977	1
436	"Ethiopia"	1978	1
436	"Ethiopia"	1979	1
436	"Ethiopia"	1980	1
437	"Ethiopia"	1983	1
438	"India"	1997	1
439	"Myanmar (Burma)"	2009	1
439	"Myanmar (Burma)"	2014	1
439	"Myanmar (Burma)"	2015	1
439	"Myanmar (Burma)"	2017	1
440	"Myanmar (Burma)"	1973	1
440	"Myanmar (Burma)"	1974	1
440	"Myanmar (Burma)"	1975	1
440	"Myanmar (Burma)"	1976	1
440	"Myanmar (Burma)"	1977	1
440	"Myanmar (Burma)"	1978	1
440	"Myanmar (Burma)"	1979	1
440	"Myanmar (Burma)"	1980	1
440	"Myanmar (Burma)"	1981	1
440	"Myanmar (Burma)"	1982	1
442	"Mauritania"	2010	1
442	"Mauritania"	2011	1
11342	"India"	2012	1
11342	"India"	2014	1
11343	"Egypt, Israel"	1967	1
11343	"Egypt, Israel"	1969	1
11343	"Egypt, Israel"	1970	1
11343	"Egypt, Israel"	1973	1
11344	"Sudan"	2011	1
11345	"South Sudan"	2011	1
11345	"South Sudan"	2012	1
11345	"South Sudan"	2013	1
11345	"South Sudan"	2014	1
11345	"South Sudan"	2015	1
11345	"South Sudan"	2016	1
11345	"South Sudan"	2017	1
11346	"Libya"	2011	1
11346	"Libya"	2014	1
11346	"Libya"	2015	1
11346	"Libya"	2017	1
11347	"Mali"	2009	1
11347	"Mali"	2012	1
11347	"Mali"	2013	1
11347	"Mali"	2014	1
11347	"Mali"	2015	1
11347	"Mali"	2016	1
11347	"Mali"	2017	1
11348	"South Sudan, Sudan"	2012	1
11349	"China"	2008	1
11350	"Bangladesh"	2005	1
11350	"Bangladesh"	2006	1
11447	"Ethiopia"	1991	1
11475	"Myanmar (Burma)"	1991	1
11475	"Myanmar (Burma)"	1995	1
11475	"Myanmar (Burma)"	2000	1
11475	"Myanmar (Burma)"	2001	1
11475	"Myanmar (Burma)"	2005	1
11475	"Myanmar (Burma)"	2006	1
11475	"Myanmar (Burma)"	2007	1
11487	"Malaysia"	2013	1
11884	"Hyderabad"	1947	1
11884	"Hyderabad"	1948	1
13042	"Syria"	2012	1
13042	"Syria"	2013	1
13042	"Syria"	2015	1
13219	"Ukraine"	2014	1
13246	"Ukraine"	2014	1
13247	"Ukraine"	2014	1
13306	"Ukraine"	2014	1
13306	"Ukraine"	2015	1
13306	"Ukraine"	2016	1
13306	"Ukraine"	2017	1
13349	"Myanmar (Burma)"	2013	1
13349	"Myanmar (Burma)"	2014	1
13349	"Myanmar (Burma)"	2015	1
13349	"Myanmar (Burma)"	2017	1
13588	"Russia (Soviet Union)"	2015	1
13588	"Russia (Soviet Union)"	2016	1
13588	"Russia (Soviet Union)"	2017	1
13604	"Syria"	2013	1
13604	"Syria"	2014	1
13604	"Syria"	2015	1
13604	"Syria"	2016	1
13604	"Syria"	2017	1
13611	"Mali"	2015	1
13637	"Afghanistan"	2015	1
13637	"Afghanistan"	2016	1
13637	"Afghanistan"	2017	1
13638	"Cameroon"	2015	1
13638	"Cameroon"	2016	1
13639	"Niger"	2015	1
13639	"Niger"	2016	1
13639	"Niger"	2017	1
13640	"Chad"	2015	1
13640	"Chad"	2017	1
13641	"Nigeria"	2015	1
13641	"Nigeria"	2016	1
13641	"Nigeria"	2017	1
13645	"Yemen (North Yemen)"	2015	1
13646	"Kenya"	2015	1
13646	"Kenya"	2016	1
13646	"Kenya"	2017	1
13648	"Egypt"	2015	1
13648	"Egypt"	2016	1
13648	"Egypt"	2017	1
13653	"India"	2015	1
13653	"India"	2016	1
13653	"India"	2017	1
13674	"Bangladesh"	2016	1
13674	"Bangladesh"	2017	1
13675	"Lebanon"	2014	1
13675	"Lebanon"	2015	1
13675	"Lebanon"	2017	1
13692	"Afghanistan, United Kingdom, United States of America"	2001	1
13694	"Libya"	2015	1
13694	"Libya"	2016	1
13694	"Libya"	2017	1
13721	"Algeria"	2015	1
13809	"Syria"	2016	1
13886	"Jordan"	2016	1
13902	"Turkey"	2015	1
13902	"Turkey"	2016	1
13902	"Turkey"	2017	1
13936	"Pakistan"	2016	1
13936	"Pakistan"	2017	1
14113	"Mali"	2017	1
14268	"Iran"	2017	1
14275	"Philippines"	2016	1
14275	"Philippines"	2017	1
14333	"Tunisia"	2016	1
